Document Title,Abstract,Year,PDF Link,label
Quantifying eco-efficiency within life cycle management using a process model of strip coal mining,"Life cycle management can assist the mining industry in meeting its stated sustainability commitments. This paper demonstrates how sustainability metrics formulated from a life cycle perspective can be quantified at the operational level using a process model of open cut coal strip mining. An understanding of the material and energy flows of a working pit enables the identification of key areas to target for improvement. The effect of operational changes can also be modelled to determine changes in overall mine sustainability metrics, whether they are more local in nature, such as respirable particulates, or of global concern, such as greenhouse gas emissions. This can facilitate the adoption of more eco-efficient methods of operation, particularly where the focus is on maximising the output of the mine's ultimate utility; namely energy. An example is presented of a more eco-efficient method of blasting which reduces in-pit coal losses.",2011,10.1080/17480930.2011.553476,no
Modeling and Evaluating Non-shared Memory CELL/BE Type Multi-core Architectures for Local Image and Video Processing,"Local processing, which is a dominant type of processing in image and video applications, requires a huge computational power to be performed in real-time. However, processing locality, in space and/or in time, allows to exploit data parallelism and data reusing. Although it is possible to exploit these properties to achieve high performance image and video processing in multi-core processors, it is necessary to develop suitable models and parallel algorithms, in particular for non-shared memory architectures. This paper proposes an efficient and simple model for local image and video processing on non-shared memory multi-core architectures. This model adopts a single program multiple data approach, where data is distributed, processed and reused in an optimal way, regarding the data size, the number of cores and the local memory capacity. The model was experimentally evaluated by developing video local processing algorithms and programming the Cell Broadband Engine multi-core processor, namely for advanced video motion estimation and in-loop deblocking filtering. Furthermore, based on these experiences it is also addressed the main challenges of vectorization, and the reduction of branch mispredictions and computational load imbalances. The limits and advantages of the regular and adaptive algorithms are also discussed. Experimental results show the adequacy of the proposed model to perform local video processing, and that real-time is achieved even to process the most demanding parts of advanced video coding. Full-pixel motion estimation is performed over high resolution video (720x576 pixels) at a rate of 30 frames per second, by considering large search areas and five reference frames.",2011,10.1007/s11265-010-0463-z,no
Robust Data-Driven Modeling Approach for Real-Time Final Product Quality Prediction in Batch Process Operation,"Making on-specification products is a primary goal, and also a challenge in chemical batch process operation. Due to the uncertainty of raw materials and instability of operating conditions, it may not produce the desired on-spec final product. It would be helpful if one can predict the product quality during each operation, so that one can make adjustments to process conditions in order to make on-spec product. This paper addresses the issue of real-time prediction of final product quality during a batch operation. First, a data-driven modeling approach is presented. This multimodel approach uses available process information up to the current points to capture their time-varying relationships with the final product quality during the course of operation, so that the prognosis of product quality can be obtained in real-time. Then, due to its data-driven nature, the focus is given on how to make the models robust in order to eliminate the effect of noise, especially, outliers in the data. A model-based outlier detection method is presented. The proposed approach is applied to a generic chemical batch case study, with its prediction performance being evaluated.",2011,10.1109/TII.2010.2103401,no
The Research on Building up the Hierarchy Process and Fuzzy Evaluation Model and Evaluation System about the Cement Concrete Pavement on the Basis of the Fuzzy Mathematics Theory,"Making reference to the process of cement concrete pavement evaluation about current design, construction quality examination, highway maintenance management code, this paper builds up a hierarchy process and fuzzy evaluation model about the cement concrete pavement on the basis of the fuzzy mathematics theory, and confirms the weight of every process by the analytic hierarchy process, trying to elicit the import of each index, and sets up an evaluation system of the cement concrete pavement.",2011,10.4028/www.scientific.net/AMR.255-260.3228,no
A Conceptual Model for Assessing Quality of Care for Patients Boarding in the Emergency Department: Structure-Process-Outcome,"Many believe that the ""boarding'' of emergency department (ED) patients awaiting inpatient beds compromises quality of care. To better study the quality of care of boarded patients, one should identify and understand the mechanisms accounting for any potential differences in care. This paper presents a conceptual boarding ""structure-process-outcome'' model to help assess quality of care provided to boarded patients and to aid in recognizing potential solutions to improve that quality, if it is deficient. The goal of the conceptual model is to create a practical framework on which a research and policy agenda can be based to measure and improve quality of care for boarded patients.",2011,10.1111/j.1553-2712.2011.01033.x,no
Understanding hydrological processes and estimating model parameter values in large basins: the case of the Congo River basin,"Many large basins of the world are located in developing countries where the hydrometric networks are limited and where hydrological models have the potential to contribute to water resources management. However, it is difficult to ensure that models adequately represent the dominant hydrological processes, a problem further exacerbated by spatial scale issues and the typically large size of the modelling units. If models do not satisfactorily represent the hydrological processes, they may not be representing the runoff responses from ungauged areas and may not be useful for investigating the impacts of future water or land use developments. This paper reports on a study of the Congo River basin where the available stream flow data have been identified for 16 gauging stations within the total basin area of 3 680 000 km(2). The initial application of the model (Pitman monthly time-step model) involved manual calibration, which was followed by an exploration of the behavioural parameter sets in the context of the available basin physical property data (topography, drainage patterns, geology, soils, vegetation, etc.) in an attempt to constrain the plausible parameter sets to those that are conceptually realistic and consistent with real hydrological processes.",2011,,no
Security Validation of Business Processes via Model-Checking,"More and more industrial activities are captured through Business Processes (BPs). To evaluate whether a BP under-design enjoys certain security desiderata is hardly manageable by business analysts without tool support, as the BP runtime environment is highly dynamic (e.g., task delegation). Automated reasoning techniques such as model checking can provide the required level of assurance but suffer of well-known obstacles for the adoption in industrial systems, e.g. they require a strong logical and mathematical background. In this paper, we present a novel security validation approach for BPs that employs state-of-the-art. model checking techniques for evaluating security-relevant aspects of BPs in dynamic environments and offers accessible user interfaces and apprehensive feedback for business analysts so to be suitable for industry.",2011,,no
Carbon budget of tropical forests in Southeast Asia and the effects of deforestation: an approach using a process-based model and field measurements,"More reliable estimates of the carbon (C) stock within forest ecosystems and C emission induced by deforestation are urgently needed to mitigate the effects of emissions on climate change. A process-based terrestrial biogeochemical model (VISIT) was applied to tropical primary forests of two types (a seasonal dry forest in Thailand and a rainforest in Malaysia) and one agro-forest (an oil palm plantation in Malaysia) to estimate the C budget of tropical ecosystems in Southeast Asia, including the impacts of land-use conversion. The observed aboveground biomass in the seasonal dry tropical forest in Thailand (226.3 t C ha(-1)) and the rainforest in Malaysia (201.5 t C ha(-1)) indicate that tropical forests of Southeast Asia are among the most C-abundant ecosystems in the world. The model simulation results in rainforests were consistent with field data, except for the NEP, however, the VISIT model tended to underestimate C budget and stock in the seasonal dry tropical forest. The gross primary production (GPP) based on field observations ranged from 32.0 to 39.6 t C ha(-1) yr(-1) in the two primary forests, whereas the model slightly underestimated GPP (26.5-34.5 tC ha(-1) yr(-1)). The VISIT model appropriately captured the impacts of disturbances such as deforestation and land-use conversions on the C budget. Results of sensitivity analysis showed that the proportion of remaining residual debris was a key parameter determining the soil C budget after the deforestation event. According to the model simulation, the total C stock (total biomass and soil C) of the oil palm plantation was about 35% of the rainforest's C stock at 30 yr following initiation of the plantation. However, there were few field data of C budget and stock, especially in oil palm plantation. The C budget of each ecosystem must be evaluated over the long term using both the model simulations and observations to understand the effects of climate and land-use conversion on C budgets in tropical forest ecosystems.",2011,10.5194/bg-8-2635-2011,no
The First Passage Time Problem for Gauss-Diffusion Processes: Algorithmic Approaches and Applications to LIF Neuronal Model,"Motivated by some unsolved problems of biological interest, such as the description of firing probability densities for Leaky Integrate-and-Fire neuronal models, we consider the first-passage-time problem for Gauss-diffusion processes along the line of Mehr and McFadden (J R Stat Soc B 27:505-522, 1965). This is essentially based on a space-time transformation, originally due to Doob (Ann Math Stat 20:393-403, 1949), by which any Gauss-Markov process can expressed in terms of the standard Wiener process. Starting with an analysis that pinpoints certain properties of mean and autocovariance of a Gauss-Markov process, we are led to the formulation of some numerical and time-asymptotically analytical methods for evaluating first-passage-time probability density functions for Gauss-diffusion processes. Implementations for neuronal models under various parameter choices of biological significance confirm the expected excellent accuracy of our methods.",2011,10.1007/s11009-009-9132-8,no
A Bias-Dependent Model for the Impact of Process Variations on the SRAM Soft Error Immunity,"Nanometer SRAM cells are more susceptible to the particle strike soft errors and the increased statistical process variations, in advanced nanometer CMOS technologies. In this paper, an analytical model for the critical charge variations accounting for both die-to-die (D2D) and within-die (WID) variations, over a wide range of bias conditions, is proposed. The derived model is verified and compared to Monte Carlo simulations by using industrial hardware-calibrated 65-nm CMOS technology. This paper shows the impact of the coupling capacitor, one of the most common soft error mitigation techniques, on the critical charge variability. It demonstrates that the adoption of the coupling capacitor reduces the critical charge variability. The derived analytical model accounts for the impact of the supply voltage, from 0.1 to 1.2 V, on the critical charge and its variability.",2011,10.1109/TVLSI.2010.2068317,no
VIRTUAL QUALITY MANAGEMENT: A HOLISTIC APPROACH FOR THE SET-UP OF TRUE-TO-LIFE PROCESS MODELS AND ACCORDING VIRTUAL QUALITY MANAGEMENT TOOLS,"Nowadays innovative processes and process chains are optimized for the maximum output during the planning stage. But very often quality management techniques to control and monitor these optimized processes are not scheduled at that stage. Before the production line was not set up, quality management techniques are getting realized in the ramp-up phase or in the beginning of the series production. For this reason the production start-up is delayed seriously and high additional efforts are necessary, because many operational determinations have already been made so far and many basic conditions have to be accepted as unchangeable. Virtual Quality Management contains the capability for eliminating these severe deficits. Within this paper an overview will be given over the road map for the efficient set up quality-orientated process models and the reference model for developing virtual quality management techniques. Within the research work at the Chair Quality Management and Manufacturing Metrology in Erlangen ( Germany), different models have been created with an accuracy of more than 98 % in specific terms of condition. According to that, tools have been developed for simulation-based measurement system-, machine- and process-capability studies and on top, a tool for the simulation-based set-up and automated optimization of different types of quality control charts by the use of artificial intelligence techniques, has been provided.",2011,,no
"NOx removal efficiency and ammonia selectivity during the NOx storage-reduction process over Pt/BaO(Fe, Mn, Ce)/Al2O3 model catalysts. Part I: Influence of Fe and Mn addition","NOx storage-reduction process was studied using lean/rich cycling condition over Pt/BaO/Al2O3 model catalyst, with a special attention to the ammonia emission. The NOx reduction selectivity strongly depends on the hydrogen conversion introduced during the rich pulses. NH3 is emitted while hydrogen is not fully converted. It was concluded that the NH3 formation rate via the NOx reduction by H-2, is higher than the NH3 reaction rate with NOx to form N-2. The effect of H2O and CO2 on the reduction step was also examined and results were explained mainly taking into account the reverse water gas shift reaction. Fe addition in Pt/BaO/Al2O3 leads to a strong deactivation of the catalyst, probably due to interaction between iron and platinum. Mn is a poison for the reduction step at 200 and 300 degrees C, but it significantly enhances the NOx reduction at 400 degrees C (conversion and selectivity). Mn favors the NOx reduction with ammonia, even if the introduced hydrogen is not fully converted. (C) 2011 Elsevier B.V. All rights reserved.",2011,10.1016/j.apcatb.2010.12.040,no
Development and validation of a CFD model predicting the backfill process of a nuclear waste gallery,"Nuclear waste material may be stored in underground tunnels for long term storage. The example treated in this article is based on the current Belgian disposal concept for High-Level Waste (HLW), in which the nuclear waste material is packed in concrete shielded packages, called Supercontainers, which are inserted into these tunnels. After placement of the packages in the underground tunnels, the remaining voids between the packages and the tunnel lining is filled-up with a cement-based material called grout in order to encase the stored containers into the underground spacing. This encasement of the stored containers inside the tunnels is known as the backfill process. A good backfill process is necessary to stabilize the waste gallery against ground settlements. A numerical model to simulate the backfill process can help to improve and optimize the process by ensuring a homogeneous filling with no air voids and also optimization of the injection positions to achieve a homogeneous filling. The objective of the present work is to develop such a numerical code that can predict the backfill process well and validate the model against the available experiments and analytical solutions. In the present work the rheology of Grout is modelled as a Bingham fluid which is implemented in OpenFOAM - a finite volume-based open source computational fluid dynamics (CFD) tool box. Volume of fluid method (VOF) is used to track the interface between grout and air. The CFD model is validated and tested in three steps. First, the numerical implementation of the Bingham model is verified against an analytical solution for a channel flow. Second, the capability of the model for the prediction of the flow of grout is tested by means of a comparison of the simulations with experimental results from two standard flowability tests for concrete: the V-funnel flow time and slump flow tests. As a third step, the CFD model is compared with experiments in a transparent Plexiglas experimental test setup performed at Delft University of Technology, to test the model under more practical and realistic conditions. This experimental setup is a 1:12.5 scaled version of the setup of the full-scale mock-up test for backfilling of a waste gallery with emplaced canisters used in the European 6th framework project ESDRED (Bock et al., 2008). Furthermore, the plexiglas setup is used to study the influence of different backfill parameters. The CFD results for a channel flow shows good comparison against the analytical solution, demonstrating the correct implementation of the Bingham model in OpenFOAM. Also, the CFD results for the flowability tests show very good comparison with the experimental results, thereby ensuring a good prediction of the flow of grout. The simulations of the backfill process show good qualitative comparison with the plexiglas experiment. However, occurrence of segregation and also varying theological properties of the grout in the plexiglas experiment results in significant differences between the simulation and the experiment. (C) 2011 Elsevier B.V. All rights reserved.",2011,10.1016/j.nucengdes.2011.04.021,no
EVALUATION OF THE TRA ECETOC MODEL FOR INHALATION WORKPLACE EXPOSURE TO DIFFERENT ORGANIC SOLVENTS FOR SELECTED PROCESS CATEGORIES,"Objective: The aim of this work is to describe the operation principle of the TRA ECETOC model developed using the descriptor system, and the utilization of that model for assessment of inhalation exposures to different organic solvents for selected process categories identifying a given application. Method: Measurement results were available for toluene, ethyl acetate and acetone in workplace atmosphere in Poland. The following process categories have been postulated: (1) Paints and lacquers factory: use in closed, continuous process with occasional controlled exposure; (2) Shoe factory: roller or brush application of glues; (3) Refinery: use in closed process, no likelihood of exposure. The next step was to calculate the workplace concentration at chosen process categories by applying the TRA ECETOC model. Results: The selected categories do not precisely describe the studied applications. Very high concentration values of acetone were measured in the shoe factory, mean 443 ppm. The concentration obtained with the aid of the model is underestimated, ranging from 25.47 to 254.7 ppm, for the case with and without activation of the local exhaust ventilation (LEV), respectively. Estimated concentration at a level corresponding to that of the measured concentration would be possible if the process category involving spraying, e. g., PROC 7 was considered. For toluene and ethyl acetate, the measured concentrations are within the predicted ranges determined with the use of the model when we assume the concentration predicted with active ventilation for the beginning, and the concentration predicted with inactive ventilation for the end of the range. Conclusions: Model TRA ECETOC can be easily used to assess inhalation exposure at workplace. It has numerous advantages, its structure is clear, requires few data, is available free of charge. Selection of appropriate process categories related to the uses identified is guarantee of successful exposure assessment.",2011,10.2478/s13382-011-0021-3,no
A PSYCHOSOCIAL EVALUATION PROCESS FOR LIVING LIVER DONORS: THE UNIVERSITY OF ROCHESTER MODEL,"Objective: The donation of livers by living donors entails complex processes, both surgically and psychosocially, potentially involving risks in both domains. Thorough psychosocial evaluation is necessary to minimize those risks, yet little has been written about the donor assessment process. This article describes one such process, utilized by a transplant program in upstate New York. Method: Donor candidates undergo multiple psychosocial interviews early in the overall transplant evaluation process. Evaluators subsequently meet as a group, along with an independent ethicist, to determine psychosocial candidacy prior to final medical/surgical clearance. Results: Between 2003 and 2007, 416 donor candidates initiated and/or underwent full evaluation, resulting in a 17.5% surgery and 55.5% exclusion rate among those individuals. Of those ruled out, 20.8% were for (medical or psychosocial) reasons associated with the recipient, and 8.7% were for donor-related psychosocial issues. Conclusion: Given the primacy of psychosocial and ethical issues in living liver donor candidate evaluation, the multiple interview process, followed by team discussion and overseen by an ethicist removed from other transplant program functions, has advantages as a donor assessment model. (Int'l. J. Psychiatry in Medicine 2011;41:295-308)",2011,10.2190/PM.41.4.a,no
The Transtheoretical Model in Weight Management: Validation of the Processes of Change Questionnaire,"Objective: The processes of change implied in weight management remain unclear. The present study aimed to identify these processes by validating a questionnaire designed to assess processes of change (the P-Weight) in line with the transtheoretical model. The relationship of processes of change with stages of change and other external variables is also examined. Methods: Participants were 723 people from community and clinical settings in Barcelona. Their mean age was 32.07 (SD = 14.55) years; most of them were women (75.0%), and their mean BMI was 26.47 (SD = 8.52) kg/m(2). They all completed the P-Weight and the stages of change questionnaire (S-Weight), both applied to weight management, as well as two subscales from the Eating Disorders Inventory-2 and Eating Attitudes Test-40 questionnaires about the concern with dieting. Results: A 34-item version of the P-Weight was obtained by means of a refinement process. The principal components analysis applied to half of the sample identified four processes of change. A confirmatory factor analysis was then carried out with the other half of the sample, revealing that the model of four freely correlated first-order factors showed the best fit (GFI = 0.988, AGFI = 0.986, NFI = 0.986, and SRMR = 0.0559). Corrected item-total correlations (0.322-0.865) and Cronbach's alpha coefficients (0.781-0.960) were adequate. The relationship between the P-Weight and the S-Weight and the concern with dieting measures from other questionnaires supported the validity of the scale. Conclusion: The study identified processes of change involved in weight management and reports the adequate psychometric properties of the P-Weight. It also reveals the relationship between processes and stages of change and other external variables.",2011,10.1159/000335135,no
Validation of a theoretical model: knowing the interactive processes within the support network for people with tuberculosis,"Objective: To validate a theoretical model based on a study of interactive processes in the support network for people with tuberculosis. Methods: We used a Grounded Theory method; we opted for communicative validation, completed with six people with tuberculosis and three health professionals. Results: This validation was based on the presentation of a synthesis of the model to the participants, the analysis was performed from the perspective of application of the following criteria: adjust the theory to express the lived experience of reality people with tuberculosis - the model represented by the six components in the diagram, - theoretical generalization - for its conceptual interpretation and applicability to other realities. Conclusion: The experience of validating a theoretical model is challenging, however, the researcher arranged the components and categories that expressed the",2011,,no
Evaluating Translational Research: A Process Marker Model,"Objective: We examine the concept of translational research from the perspective of evaluators charged with assessing translational efforts. One of the major tasks for evaluators involved in translational research is to help assess efforts that aim to reduce the time it takes to move research to practice and health impacts. Another is to assess efforts that are intended to increase the rate and volume of translation. Methods: We offer an alternative to the dominant contemporary tendency to define translational research in terms of a series of discrete ""phases."" Results: We contend that this phased approach has been confusing and that it is insufficient as a basis for evaluation. Instead, we argue for the identification of key operational and measurable markers along a generalized process pathway from research to practice. Conclusions: This model provides a foundation for the evaluation of interventions designed to improve translational research and the integration of these findings into a field of translational studies. Clin Trans Sci 2011; Volume 4: 153-162",2011,10.1111/j.1752-8062.2011.00291.x,no
"A Modular Differential Dielectric Sensor for Use in Multiphase Separation, Process Measurement, and Control-Part I: Analytical Modeling","Oil industry increasingly demands accurate and stable continuous measurement of the percent water in crude oil production streams (watercut) over the entire 0 to 100% range. High accuracy and stability are also required for surface measurement to support niche applications such as control of processes which remove trace amounts of oil and particulates from produced water prior to disposal. Differential dielectric sensors (DDS) have been developed by Chevron as independent tools connected with multiphase meters for process management and composition measurement. This paper is a two-part paper-the first part (current paper) deals with analytical modeling of the DDS (configured in a single ended mode) and the second part (accompanying paper) discusses the results of key experimental investigations obtained in a differential mode. The main objective of this paper is to develop appropriate mathematical models for the DDS which characterize the microwave attenuation and phase shift as functions of fluid properties, sensor geometry and operational conditions. Forward models based on the analysis of microwave propagation have been developed for sensors configured as circular waveguides. Results of this project will be useful for optimization and refinement of multiphase meters. [DOI: 10.1115/1.4004978]",2011,10.1115/1.4004978,no
"A cokriging based approach to reconstruct air pollution maps, processing measurement station concentrations and deterministic model simulations","One of the aims of regional Environmental Authorities is to provide citizens information about the quality of the atmosphere over a certain region. To reach this objective Environmental Authorities need suitable tools to interpolate the data coming from monitoring networks to domain locations where no measures are available. In this work a spatial interpolation system has been developed to estimate 8-h mean daily maximum ozone concentrations and daily mean PM10 concentrations over a domain, starting from measured concentration values. The presented approach is based on a cokriging technique, using the results of a deterministic Chemical Transport Model (CTM) simulation as secondary variable. The developed methodology has been tested over a 60 x 60 km(2) domain located in Northern Italy, including Milan metropolitan area, one of the most polluted areas in Europe. (C) 2010 Elsevier Ltd. All rights reserved.",2011,10.1016/j.envsoft.2010.11.014,no
USING THE CULTURAL ADAPTATION PROCESS (CAP) MODEL TO EVALUATE ONLINE COURSES FOR GRADES K-12 FOR SPANISH-SPEAKERS IN LATIN AMERICA,"Online learning is increasingly becoming part of the mainstream in grades K-12. Globalization efforts are forcing more and more organizations to reach diverse learners from around the world. As a result, there is a need to understand the relationship between culture and online learning. This research examines Hofstede's framework of cultural dimensions within Edmundson's cultural adaptation process (CAP) model to assess the need to translate, localize, modularize or originate K-12 online courses originally created in English for Spanish-speakers in Latin America. It will draw implications for the process of instructional design when cultural differences are taken into consideration. The authors will propose modifications to the cultural adaptation process (CAP) model to adapt it specifically for K-12 online courses by replacing the content types with the knowledge dimension of the revised Bloom's Taxonomy. The goal is to ensure that e-learning courses targeted for Latin America are culturally adapted and optimized to help learners meet their learning outcomes.",2011,,no
Quality prediction for polypropylene production process based on CLGPR model,"Online measurement of the melt index is typically unavailable in industrial polypropylene production processes, soft sensing models are therefore required for estimation and prediction of this important quality variable. Polymerization is a highly nonlinear process, which usually produces products with multiple quality grades. In the present paper, an effective soft sensor, named combined local Gaussian process regression (CLGPR), is developed for prediction of the melt index. While the introduced Gaussian process regression model can well address the high nonlinearity of the process data in each operation mode, the local modeling structure can be effectively extended to processes with multiple operation modes. Feasibility and efficiency of the proposed soft sensor are demonstrated through the application to an industrial polypropylene production process. (C) 2011 Elsevier Ltd. All rights reserved.",2011,10.1016/j.conengprac.2011.01.002,no
Iterative optimization of the economic efficiency of an industrial process within the validity area of the static plant model and its application to a Pulp Mill,"Optimization of the steady state economic efficiency of an industrial process is a specific task because the decision variables of the optimization (setpoints of the control system) affect the process through the control strategy. Thus, the effects of saturation of a control system must be taken into account when the gradient of the objective function is estimated and the necessary optimality conditions are checked. In particular, because the optimality conditions cannot be checked directly in the presence of active constraints on the manipulated variables, approximations of the steady state values of the manipulated variables as functions of the setpoints (static plant model) are needed in order to be able to evaluate the optimality conditions. In this paper an iterative method for optimization of the plant profit rate is proposed avoiding the control saturation and is applied to the Pulp Mill benchmark model optimization. Three different static models describing the steady state values of the manipulated variables are constructed and used in the optimization. The results of the optimization are presented and compared against the straightforward single-step optimization of the plant economic efficiency. (c) 2010 Elsevier Ltd. All rights reserved.",2011,10.1016/j.compchemeng.2010.10.010,no
Applying Analytic Hierarchy Process-Technique for Order Preference by Similarity to Ideal Solution (AHP-TOPSIS) model to evaluate individual investment performance of retirement planning policy,"Owing to aged people become more and more and serious economy depression in the present society in Taiwan, how retirees will keep their past consumption level after their retirement is an important issue. The purpose of this research will appraise the performance of individual investment planning policy for retirement. Because the investment performance, risks, taxation etc must be considered in making investment policy choices, the methodology of this article will apply the analytic hierarchy process (AHP) (Satty, 1980), which is a multi-criteria decision making technique and use the technique for order preference by similarity to ideal solution (TOPSIS) to select the optimal individual retirement investment planning policy to determine the effectiveness of the proposed evaluation model. The analytic hierarchy process is to be used to establish quantitative and qualitative criteria and design a framework of an assessment method for evaluating individual investment policy performance in this research. These research results will provide some suggestions for investors retirement planning.",2011,,no
Modification of Petri nets modeling production processes when quality control is introduced,"Petri nets can be used as a model of production processes, as far as such processes often contain the steps which can be executed in parallel. Such modeling can serve for optimization and verification of production processes, because a wide range of existing methods of Petri net analysis can be applied. Adding to a production process the steps in which quality control is performed requires changes in the modeling net to keep it well-formed. Such modifications are the topic of the article. The production processes are modeled by s-nets and alpha-nets.",2011,,no
"Modeling food process, quality and safety: Frameworks and practical aspects","Physics-based models provide increased understanding and predictive capabilities that can increase efficiency in food product, process, and equipment design, and improve quality and safety. However, certain key food specific developments are needed to enable widespread use of simulation technology in the food sector. First and foremost need is the development of concise modeling frameworks (how to formulate various food processing situations into mathematical models) for various classes of processes, as opposed to a custom model for each process, as it mostly exists today. Deformable porous media with multiphase transport can provide such framework, as will be discussed through examples of various processes that have been modeled by many researchers. The next critical piece is to have easy access to properties needed to model. State of property prediction, starting from simple correlations to multiscale modeling, thermodynamics-based, and molecular dynamics, as being pursued by researchers around the world will be shared. Prediction beyond process, into quality and safety is the third topic where various approaches to modeling quality in diffusion-reaction modeling framework would be presented. For safety, a practical approach that groups various food products and thus provide an avenue to simulate safety for great many situations, will be shared. Finally, efforts to integrate the modeling components into a novel user-friendly software for increased use of modeling will be described. (c) 2011 Published by Elsevier B.V. Selection and/or peer-review under responsibility of 11th International Congress on Engineering and Food (ICEF 11) Executive Committee.",2011,10.1016/j.profoo.2011.09.179,no
Challenges for evaluating process-based models of gas exchange at forest sites with fetches of various species,"Physiologically-based (or process-based) models are commonly applied to describe plant responses mechanistically in dependence on environmental conditions. They are increasingly evaluated with eddy-covariance measurements that integrate carbon and water exchange of an area of several hectares (called the fetch). However, almost all models applied to date in such exercises have considered only the dominant tree species and neglected other species that contributed to the measured gas exchange rates-either in separate patches or in mixture. This decreases the transferability of the model from one site to another because the contributions from other species might be different. It is therefore a major challenge in modeling today to separate the measured gas exchanges by sources. In this study, a detailed physiologically-based biosphere model is applied that allows distinguishing between tree species in mixed forests, considering them as vegetation cohorts that interact with each other. The sensitivity of the model to different assumptions about how different tree species contribute to an integrated measurement of stand-scale gas exchange is investigated. The model exercise is carried out for a forest site in Finland with dominant Scots pine but presence of significant amounts of Norway spruce and birch. The results demonstrate that forest structure affects simulated gas exchange rates indicating a possible importance of considering differences in physiological properties at the species level. It is argued that the variation of stand structure within the range of eddy-covariance measurements should be better accounted for in models and that inventory measurements need to consider this variation.",2011,10.5424/fs/20112003-11084,no
Study on Construction Order of Logistics Park Based on Combined Model of Analytic Hierarchy Process and Gray Comprehensive Evaluation,"Priority order decision of logistics parks construction project is an important issue in the process of logistics park planning. It needs to synthesize various factors, such as, politics, economy, society and environment, etc. Because there are some grey relationships among these factors, construction of the order of questions can be look on as a grey multi-objective evaluation. This paper brings forward a new priority decision method named hierarchy -gray comprehensive evaluation model to evaluate the building order of the logistics parks. An example is used to elaborate how to use this model; meanwhile, the method is proved more scientific and reliable.",2011,10.4028/www.scientific.net/AMM.97-98.644,no
Identification and Classification of Human Error in Process Model Development,"Process models capture important corporate know-how for an effective knowledge management (KM). However, many process models do not match with corporate reality and therefore cannot serve the intended purpose. Human Error is a major source for these inconsistencies that might hinder process implementation and maintenance as well as continuous improvement efforts. The approach presented in this paper accounts for a more active participation of employees in order to further increase the economical benefit of KM. To this purpose, a human error analysis in process modeling was conducted. The results derived from data of 64 subjects show that errors of omission and erroneous execution on an activity level are considerably higher for novices than for subjects with theoretical knowledge and experienced modelers. However, it can be concluded that even for experienced modelers complex modeling scenarios are prone to reasoning fallacies and thus represent a possible source for model inconsistencies in corporate practice.",2011,,no
Evaluation of Process Variations on OPC Model Predictions,"Process models have been in use for performing proximity corrections to designs for placement on lithography masks for a number of years. In order for these models to be used they must provide an adequate representation of the process while also allowing the corrections themselves to be performed in a reasonable computational time. In what is becoming standard Optical Proximity Correction (OPC), the models used have a largely physical optical model combined with a largely empirical resist model. Normally, wafer data is collected and fit to a model form that is found to be suitable through experience. Certain process variables are considered carefully in the calibration process-such as exposure dose and defocus - while other variables - such film thickness and optical parameter variations are often not considered. As the semiconductor industry continues to march toward smaller and smaller dimensions - with smaller tolerance to error-we must consider the importance of those process variations. In the present work we describe the results of experiments performed in simulations to examine the importance of many of those process variables which are often regarded as fixed. We show examples of the relative importance of the different variables.",2011,10.1117/12.897531,no
Quality Control via Model-Free Optimization for a Type of Batch Process with a Short Cycle Time and Low Operational Cost,"Proper settings of key process variables are critical to the product quality control of mass-producing batch processes. The most widely used method in searching for the optimal process condition is the model-based optimization method (MBO). However, model development could be a challenging task in many cases. The accuracy of the model may deteriorate when the process conditions are changed. A systematic, model-free optimization method (MFO) for a type of batch process with a short cycle time and low operational cost is proposed to improve the efficiency of quality control. Instead of building a quality model, a direct search for the optimum process condition using experimental measurements is applied. Optimization algorithm is implemented as well to improve the search efficiency; both the gradient-based and the gradient-free optimization methods are discussed. The simultaneous perturbation stochastic approximation (SPSA) and the simplex search algorithm are incorporated in the MFO. The NEED method was applied to the quality control of injection molding process for demonstration using the part weight, part dimension, and focal length of molded products as quality measurements. A comparison with the Kriging modeling and optimization technique is also presented. The experimental results proved the effectiveness of the MFO technique.",2011,10.1021/ie1016927,no
Fuzzy Nonlinear Models for New Product Development Using Four-Phase Quality Function Deployment Processes,"Quality function deployment (QFD) frameworks are useful tools for constructing a new product development (NPD) plan that enables the clear itemization of customer needs and the systematic evaluation of each solution to maximize customer satisfaction. A complete QFD process includes four sequential phases in which four important decision outcomes are determined for NPD, namely, the fulfillment levels of design requirements (DRs), part characteristics, process parameters, and production requirements. Unlike prior studies which have focused only on determining DRs, this paper extends Chen and Ko's models to consider the close link between the four phases in NPD using the means-end chain concept to build up a series of fuzzy nonlinear programming models for determining the fulfillment levels of each decision outcome for customer satisfaction. In addition, this paper incorporates risk analysis, which is treated as the constraint in the models, into the QFD process. To deal with the vague nature of product development processes, fuzzy sets are applied for both QFD and risk analysis. A numerical example is used to demonstrate the applicability of the proposed model.",2011,10.1109/TSMCA.2010.2104140,no
