Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Signal-dependent wavelets for electromyogram classification","Medical and Biological Engineering and Computing","","43","4","10.1007/BF02344730","A. MaitrotM. -F. LucasC. DoncarliDr D. Farina","2005","http://link.springer.com/article/10.1007/BF02344730","Article"
"A Management Framework for Ambient Systems Operating in Wireless B3G Environments","Mobile Networks and Applications","","13","6","10.1007/s11036-008-0090-0","G. DimitrakopoulosK. TsagkarisV. StavroulakiA. KatidiotisN. KoutsourisP. DemestichasV. MeratS. Walter","2008","http://link.springer.com/article/10.1007/s11036-008-0090-0","Article"
"Effective Stochastic Simulation for the Optimization of Time, Costs and Quality in Cold Forging","International Journal of Material Forming","","1","1","10.1007/s12289-008-0059-3","J. KochR. VölklU. Engel","2008","http://link.springer.com/article/10.1007/s12289-008-0059-3","Article"
"Particle filtering strategies for data fusion dedicated to visual tracking from a mobile robot","Machine Vision and Applications","","21","4","10.1007/s00138-008-0174-7","Ludovic BrèthesFrédéric LeraslePatrick DanèsMathias Fontmarty","2010","http://link.springer.com/article/10.1007/s00138-008-0174-7","Article"
"Building Terrain-Covering Ant Robots: A Feasibility Study","Autonomous Robots","","16","3","10.1023/B:AURO.0000025793.46961.f6","Jonas SvennebringSven Koenig","2004","http://link.springer.com/article/10.1023/B%3AAURO.0000025793.46961.f6","Article"
"A New Cost Function for Air Quality Modeling","The Journal of VLSI Signal Processing Systems for Signal, Image, and Video Technology","","49","2","10.1007/s11265-007-0077-2","Giuseppe NunnariFlavio CannavÓ","2007","http://link.springer.com/article/10.1007/s11265-007-0077-2","Article"
"Application of a Reliability Model Generator to a Pressure Tank System","International Journal of Automation and Computing","","10","1","10.1007/s11633-013-0691-3","Kathryn StockwellSarah Dunnett","2013","http://link.springer.com/article/10.1007/s11633-013-0691-3","Article"
"A Systematic Stochastic Petri Net Based Methodology for Transformer Fault Diagnosis and Repair Actions","Journal of Intelligent and Robotic Systems","","45","2","10.1007/s10846-006-9033-9","P. S. GeorgilakisJ. A. KatsigiannisK. P. ValavanisA. T. Souflaris","2006","http://link.springer.com/article/10.1007/s10846-006-9033-9","Article"
"Experimental Test of a Two-Stage Kalman Filter for Actuator Fault Detection and Diagnosis of an Unmanned Quadrotor Helicopter","Journal of Intelligent & Robotic Systems","","70","1 - 4","10.1007/s10846-012-9757-7","M. Hadi AmoozgarAbbas ChamseddineYoumin Zhang","2013","http://link.springer.com/article/10.1007/s10846-012-9757-7","Article"
"Development of a Hybrid Prediction Model for Freeway Incident Duration: A Case Study in Maryland","International Journal of Intelligent Transportation Systems Research","","10","1","10.1007/s13177-011-0039-8","Woon KimGang-Len Chang","2012","http://link.springer.com/article/10.1007/s13177-011-0039-8","Article"
"An Effective Software Pipelining Algorithm for Clustered Embedded VLIW Processors","Design Automation for Embedded Systems","","7","1 - 2","10.1023/A:1019799515784","Cagdas AkturanMargarida F. Jacome","2002","http://link.springer.com/article/10.1023/A%3A1019799515784","Article"
"Counter-forensics of SIFT-based copy-move detection by means of keypoint classification","EURASIP Journal on Image and Video Processing","","2013","1","10.1186/1687-5281-2013-18","Irene AmeriniMauro BarniRoberto CaldelliAndrea Costanzo","2013","http://link.springer.com/article/10.1186/1687-5281-2013-18","Article"
"A study on fault diagnosis and maintenance of CNC-WEDM based on binary relational analysis and expert system","The International Journal of Advanced Manufacturing Technology","","29","5","10.1007/s00170-005-2533-0","Nitin K. LautreAlakesh Manna","2006","http://link.springer.com/article/10.1007/s00170-005-2533-0","Article"
"Improving the reliability of real-time embedded systems using innate immune techniques","Evolutionary Intelligence","","1","2","10.1007/s12065-008-0009-5","Nicholas LayIain Bate","2008","http://link.springer.com/article/10.1007/s12065-008-0009-5","Article"
"Bounded non-deterministic planning for multimedia adaptation","Applied Intelligence","","36","1","10.1007/s10489-010-0242-3","Fernando LópezDietmar JannachJosé M. MartínezChristian TimmererNarciso GarcíaHermann Hellwagner","2012","http://link.springer.com/article/10.1007/s10489-010-0242-3","Article"
"Estimating the maximum information leakage","International Journal of Information Security","","7","3","10.1007/s10207-007-0050-x","Alessandro AldiniAlessandra Di Pierro","2008","http://link.springer.com/article/10.1007/s10207-007-0050-x","Article"
"A revised taxonomy for intrusion-detection systems","Annales Des Télécommunications","","55","7 - 8","10.1007/BF02994844","Hervé DebarMarc DacierAndreas Wespi","2000","http://link.springer.com/article/10.1007/BF02994844","Article"
"Probabilistic guarantees for high-level robot behavior in the presence of sensor error","Autonomous Robots","","33","3","10.1007/s10514-012-9301-4","Benjamin JohnsonHadas Kress-Gazit","2012","http://link.springer.com/article/10.1007/s10514-012-9301-4","Article"
"Forecasting of Circuit-Breaker Behaviour in High-Voltage Electrical Power Systems: Necessity for Future Maintenance Management","Journal of Intelligent and Robotic Systems","","31","1 - 3","10.1023/A:1012036003436","V. PitzTh. Weber","2001","http://link.springer.com/article/10.1023/A%3A1012036003436","Article"
"Quality of service implications of power control and multiuser detection-based cross-layer design","EURASIP Journal on Wireless Communications and Networking","","2011","1","10.1186/1687-1499-2011-9","Ulrike KorgerChristian HartmannKatsutoshi KusumeJoerg Widmer","2011","http://link.springer.com/article/10.1186/1687-1499-2011-9","Article"
"A framework for evaluating operations control on a metro line: integrating multiple perspectives and automatically collected train and passenger movement data","Public Transport","","5","3","10.1007/s12469-013-0065-9","Andre CarrelRabi G. MishalaniNigel H. M. WilsonJohn P. Attanucci","2013","http://link.springer.com/article/10.1007/s12469-013-0065-9","Article"
"Automated inspection of engineering ceramic grinding surface damage based on image recognition","The International Journal of Advanced Manufacturing Technology","","66","1 - 4","10.1007/s00170-012-4338-2","Shangong ChenBin LinXuesong HanXiaohu Liang","2013","http://link.springer.com/article/10.1007/s00170-012-4338-2","Article"
"High Quality Uniform Random Number Generation Using LUT Optimised State-transition Matrices","The Journal of VLSI Signal Processing Systems for Signal, Image, and Video Technology","","47","1","10.1007/s11265-006-0014-9","David B. ThomasWayne Luk","2007","http://link.springer.com/article/10.1007/s11265-006-0014-9","Article"
"Weighted Steiner Connected Dominating Set and its Application to Multicast Routing in Wireless MANETs","Wireless Personal Communications","","60","2","10.1007/s11277-010-9936-4","Javad Akbari TorkestaniMohammad Reza Meybodi","2011","http://link.springer.com/article/10.1007/s11277-010-9936-4","Article"
"Rolling element bearing faults diagnosis based on autocorrelation of optimized: wavelet de-noising technique","The International Journal of Advanced Manufacturing Technology","","40","3 - 4","10.1007/s00170-007-1330-3","Khalid F. Al-RaheemAsok RoyK. P. RamachandranD. K. HarrisonSteven Grainger","2009","http://link.springer.com/article/10.1007/s00170-007-1330-3","Article"
"Breast cancer diagnosis from biopsy images with highly reliable random subspace classifier ensembles","Machine Vision and Applications","","24","7","10.1007/s00138-012-0459-8","Yungang ZhangBailing ZhangFrans CoenenWenjin Lu","2013","http://link.springer.com/article/10.1007/s00138-012-0459-8","Article"
"Multiple faults diagnosis in motion system based on SVM","International Journal of Machine Learning and Cybernetics","","3","1","10.1007/s13042-011-0035-y","Jin-Zhuang XiaoHong-Rui WangXin-Cai YangZheng Gao","2012","http://link.springer.com/article/10.1007/s13042-011-0035-y","Article"
"Priority Based Error Correction Code (ECC) for the Embedded SRAM Memories in H.264 System","Journal of Signal Processing Systems","","73","2","10.1007/s11265-013-0736-4","Insoo LeeJinmo KwonJangwon ParkJongsun Park","2013","http://link.springer.com/article/10.1007/s11265-013-0736-4","Article"
"Test Set Compression Through Alternation Between Deterministic and Pseudorandom Test Patterns","Journal of Electronic Testing","","26","5","10.1007/s10836-010-5172-9","Ahmad A. Al-YamaniEdward J. McCluskey","2010","http://link.springer.com/article/10.1007/s10836-010-5172-9","Article"
"Study on the correlated design method of plate holes for progressive dies based on functional feature","The International Journal of Advanced Manufacturing Technology","","49","1 - 4","10.1007/s00170-009-2371-6","Zhi-Xin JiaHong-Lin LiXue-Chang ZhangHong-Bing WuMing-Cai Fang","2010","http://link.springer.com/article/10.1007/s00170-009-2371-6","Article"
"A personalized QoE-aware handover decision based on distributed reinforcement learning","Wireless Networks","","19","8","10.1007/s11276-013-0572-2","Behrouz Shahgholi GhahfarokhiNaser Movahhedinia","2013","http://link.springer.com/article/10.1007/s11276-013-0572-2","Article"
"Automatic analysis of DMA races using model checking and k-induction","Formal Methods in System Design","","39","1","10.1007/s10703-011-0124-2","Alastair F. DonaldsonDaniel KroeningPhilipp Rümmer","2011","http://link.springer.com/article/10.1007/s10703-011-0124-2","Article"
"Recursive Bayesian fire recognition using greedy margin-maximizing clustering","Machine Vision and Applications","","24","8","10.1007/s00138-013-0505-1","Sujung BaeSungeun HongYeongjae ChoiHyun S. Yang","2013","http://link.springer.com/article/10.1007/s00138-013-0505-1","Article"
"Web-enabled platform for distributed and dynamic decision-making systems","The International Journal of Advanced Manufacturing Technology","","38","11 - 12","10.1007/s00170-007-1172-z","Ahad AliZaifeng ChenJay Lee","2008","http://link.springer.com/article/10.1007/s00170-007-1172-z","Article"
"Genetic-algorithm-based multi-objective optimization of the build orientation in stereolithography","The International Journal of Advanced Manufacturing Technology","","45","7 - 8","10.1007/s00170-009-2006-y","V. CanellidisJ. GiannatsisV. Dedoussis","2009","http://link.springer.com/article/10.1007/s00170-009-2006-y","Article"
"Information–Theoretic Multiclass Classification Based on Binary Classifiers","Journal of Signal Processing Systems","","65","3","10.1007/s11265-010-0526-1","Sviatoslav VoloshynovskiyOleksiy KovalFokko BeekhofTaras Holotyak","2011","http://link.springer.com/article/10.1007/s11265-010-0526-1","Article"
"Using Evolutionary Algorithms for Signal Integrity Assessment of High-Speed Data Buses","Journal of Electronic Testing","","26","3","10.1007/s10836-010-5141-3","Maynard FalconerGarrison GreenwoodKristina MorganKiranKumar KamisettyAdam NormanKonika Ganguly","2010","http://link.springer.com/article/10.1007/s10836-010-5141-3","Article"
"Data mining applications in BT","BT Technology Journal","","25","3 - 4","10.1007/s10550-007-0084-7","R. ShortlandR. Scarfe","2007","http://link.springer.com/article/10.1007/s10550-007-0084-7","Article"
"Microscopic traffic simulation: A tool for the design, analysis and evaluation of intelligent transport systems","Journal of Intelligent and Robotic Systems","","41","2 - 3","10.1007/s10846-005-3808-2","J. BarcelóE. CodinaJ. CasasJ. L. FerrerD. García","2005","http://link.springer.com/article/10.1007/s10846-005-3808-2","Article"
"Prediction of the axillary lymph node status in mammary cancer on the basis of clinicopathological data and flow cytometry","Medical and Biological Engineering and Computing","","42","6","10.1007/BF02345205","Professor T. MattfeldtH. A. KestlerH. -P. Sinn","2004","http://link.springer.com/article/10.1007/BF02345205","Article"
"Analysis and Evaluations of Reliability of Reconfigurable FPGAs","Journal of Electronic Testing","","24","1 - 3","10.1007/s10836-007-5040-4","Salvatore PontarelliMarco OttaviVamsi VankamamidiGian Carlo CardarilliFabrizio LombardiAdelio Salsano","2008","http://link.springer.com/article/10.1007/s10836-007-5040-4","Article"
"Low energy indoor network: deployment optimisation","EURASIP Journal on Wireless Communications and Networking","","2012","1","10.1186/1687-1499-2012-193","Siyi WangWeisi GuoTim O'Farrell","2012","http://link.springer.com/article/10.1186/1687-1499-2012-193","Article"
"Optimization of sand-casting process variables—a process window approach","The International Journal of Advanced Manufacturing Technology","","66","5 - 8","10.1007/s00170-012-4358-y","A. KumaravadivelU. Natarajan","2013","http://link.springer.com/article/10.1007/s00170-012-4358-y","Article"
"A unified learning framework for object detection and classification using nested cascades of boosted classifiers","Machine Vision and Applications","","19","2","10.1007/s00138-007-0084-0","Rodrigo VerschaeJavier Ruiz-del-SolarMauricio Correa","2008","http://link.springer.com/article/10.1007/s00138-007-0084-0","Article"
"Using genetic algorithms to generate test sequences for complex timed systems","Soft Computing","","17","2","10.1007/s00500-012-0894-5","Alberto NúñezMercedes G. MerayoRobert M. HieronsManuel Núñez","2013","http://link.springer.com/article/10.1007/s00500-012-0894-5","Article"
"Models, methods and middleware for grid-enabled multiphysics oil reservoir management","Engineering with Computers","","22","3 - 4","10.1007/s00366-006-0035-9","H. KlieW. BangerthX. GaiM. F. WheelerP. L. StoffaM. SenM. ParasharU. CatalyurekJ. SaltzT. Kurc","2006","http://link.springer.com/article/10.1007/s00366-006-0035-9","Article"
"Modeling dynamics of a real-coded CHC algorithm in terms of dynamical probability distributions","Soft Computing","","16","2","10.1007/s00500-011-0745-9","Jesús MarínDaniel MolinaFrancisco Herrera","2012","http://link.springer.com/article/10.1007/s00500-011-0745-9","Article"
"A non-cooperative quality optimization game for scalable video delivery over MANETs","Wireless Networks","","19","5","10.1007/s11276-012-0499-z","Pejman Goudarzi","2013","http://link.springer.com/article/10.1007/s11276-012-0499-z","Article"
"Theoretical results in genetic programming: the next ten years?","Genetic Programming and Evolvable Machines","","11","3 - 4","10.1007/s10710-010-9110-5","Riccardo PoliLeonardo VanneschiWilliam B. LangdonNicholas Freitag McPhee","2010","http://link.springer.com/article/10.1007/s10710-010-9110-5","Article"
"ANIMATED-TEM: a toolbox for electron microscope automation based on image analysis","Machine Vision and Applications","","23","4","10.1007/s00138-011-0357-5","Gilles HermannNicolas CoudrayJean-Luc BuesslerDaniel Caujolle-BertHervé-William RémigyJean-Philippe Urban","2012","http://link.springer.com/article/10.1007/s00138-011-0357-5","Article"
"Sensor/Actuator Faults Detection for Networked Control Systems via Predictive Control","International Journal of Automation and Computing","","10","3","10.1007/s11633-013-0710-4","Yu-Yan ZhangJun-Ling ZhangXiao-Yuan LuoXin-Ping Guan","2013","http://link.springer.com/article/10.1007/s11633-013-0710-4","Article"
"Message delivery in heterogeneous networks prone to episodic connectivity","Wireless Networks","","17","8","10.1007/s11276-011-0377-0","Rao Naveed Bin RaisThierry TurlettiKatia Obraczka","2011","http://link.springer.com/article/10.1007/s11276-011-0377-0","Article"
"On Object Identification Reliability Using RFID","Mobile Networks and Applications","","16","1","10.1007/s11036-010-0226-x","Chonggang WangBo LiMahmoud DaneshmandKazem SohrabyRittwik Jana","2011","http://link.springer.com/article/10.1007/s11036-010-0226-x","Article"
"Multi-fault aware parallel localization protocol for backbone network with many constraints","Photonic Network Communications","","24","3","10.1007/s11107-012-0381-z","Yu XiongZhongyang XiongDapeng WuYang Li","2012","http://link.springer.com/article/10.1007/s11107-012-0381-z","Article"
"Optimizing the modified fuzzy ant-miner for efficient medical diagnosis","Applied Intelligence","","37","3","10.1007/s10489-011-0332-x","Thannob AribargSiriporn SupratidChidchanok Lursinsap","2012","http://link.springer.com/article/10.1007/s10489-011-0332-x","Article"
"Shell-neighbor method and its application in missing data imputation","Applied Intelligence","","35","1","10.1007/s10489-009-0207-6","Shichao Zhang","2011","http://link.springer.com/article/10.1007/s10489-009-0207-6","Article"
"Assisted Navigation for Persons with Reduced Mobility: Path Recognition Through Particle Filtering (Condensation Algorithm)","Journal of Intelligent & Robotic Systems","","60","1","10.1007/s10846-010-9406-y","Régis GrasseYann MorèreAlain Pruski","2010","http://link.springer.com/article/10.1007/s10846-010-9406-y","Article"
"Analysis and application of Bio-Inspired Multi-Net Security Model","International Journal of Information Security","","9","1","10.1007/s10207-009-0091-4","Ruijuan ZhengMingchuan ZhangQingtao WuShibao SunJiexin Pu","2010","http://link.springer.com/article/10.1007/s10207-009-0091-4","Article"
"Avoiding neural network fine tuning by using ensemble learning: application to ball-end milling operations","The International Journal of Advanced Manufacturing Technology","","57","5 - 8","10.1007/s00170-011-3300-z","Andres BustilloJosé-Francisco Díez-PastorGuillem QuintanaCésar García-Osorio","2011","http://link.springer.com/article/10.1007/s00170-011-3300-z","Article"
"Comparison of fusion methods based on DST and DBN in human activity recognition","Journal of Control Theory and Applications","","9","1","10.1007/s11768-011-0260-7","Andrei TolstikovXin HongJit BiswasChris NugentLiming ChenGuido Parente","2011","http://link.springer.com/article/10.1007/s11768-011-0260-7","Article"
"Models of closed multimachine computer systems with transient-fault-tolerance and fault-tolerance on the basis of replication under byzantine faults","Automation and Remote Control","","70","2","10.1134/S0005117909020131","A. V. Lobanov","2009","http://link.springer.com/article/10.1134/S0005117909020131","Article"
"Data-based scheduling framework and adaptive dispatching rule of complex manufacturing systems","The International Journal of Advanced Manufacturing Technology","","66","9 - 12","10.1007/s00170-012-4468-6","Li LiSun ZijinNi JiachengQiao Fei","2013","http://link.springer.com/article/10.1007/s00170-012-4468-6","Article"
"A neural network-based multi-agent classifier system with a Bayesian formalism for trust measurement","Soft Computing","","15","2","10.1007/s00500-010-0592-0","Anas QuteishatChee Peng LimJunita Mohamad SalehJeffrey TweedaleLakhmi C. Jain","2011","http://link.springer.com/article/10.1007/s00500-010-0592-0","Article"
"Cooperative Cognitive Radio Networks: New Approach for Detection Accuracy Analysis Under Impaired Channels","Wireless Personal Communications","","71","3","10.1007/s11277-012-0908-8","Sattar HussainXavier Fernando","2013","http://link.springer.com/article/10.1007/s11277-012-0908-8","Article"
"From P2P to reliable semantic P2P systems","Peer-to-Peer Networking and Applications","","3","4","10.1007/s12083-009-0066-2","Abdul-Rahman Mawlood-YunisMichael WeissNicola Santoro","2010","http://link.springer.com/article/10.1007/s12083-009-0066-2","Article"
"Bringing context-aware access to the web through spoken interaction","Applied Intelligence","","38","4","10.1007/s10489-012-0390-8","David GriolJavier CarboJosé Manuel Molina","2013","http://link.springer.com/article/10.1007/s10489-012-0390-8","Article"
"International Workshop “Modeling and Analysis of Safety, Risk, and Quality in Complex Systems” (MA SRQ 2001)","Automation and Remote Control","","63","3","10.1023/A:1014770905208","B. G. Volik","2002","http://link.springer.com/article/10.1023/A%3A1014770905208","Article"
"Prognostics of Analog Filters Based on Particle Filters Using Frequency Features","Journal of Electronic Testing","","29","4","10.1007/s10836-013-5383-y","Min LiWeiming XianBing LongHoujun Wang","2013","http://link.springer.com/article/10.1007/s10836-013-5383-y","Article"
"Dealing with limited data in ballistic impact scenarios: an empirical comparison of different neural network approaches","Applied Intelligence","","35","1","10.1007/s10489-009-0205-8","Israel Gonzalez-CarrascoAngel Garcia-CrespoBelen Ruiz-MezcuaJose Luis Lopez-Cuadrado","2011","http://link.springer.com/article/10.1007/s10489-009-0205-8","Article"
"Assessing human perception","BT Technology Journal","","25","3 - 4","10.1007/s10550-007-0071-z","M. P. HollierG. Cosier","2007","http://link.springer.com/article/10.1007/s10550-007-0071-z","Article"
"Single Source Design Environment for Embedded Systems Based on SystemC","Design Automation for Embedded Systems","","9","4","10.1007/s10617-005-1199-z","H. PosadasF. HerreraV. FernÁndezP. SÁnchezE. VillarF. Blasco","2004","http://link.springer.com/article/10.1007/s10617-005-1199-z","Article"
"Classification-driven model selection approach of genetic programming in modelling of turning process","The International Journal of Advanced Manufacturing Technology","","69","5 - 8","10.1007/s00170-013-5103-x","A. GargL. RachmawatiK. Tai","2013","http://link.springer.com/article/10.1007/s00170-013-5103-x","Article"
"Packet concatenation at the IP level for performance enhancement in wireless local area networks","Wireless Networks","","14","4","10.1007/s11276-006-0734-6","Dzmitry KliazovichFabrizio Granelli","2008","http://link.springer.com/article/10.1007/s11276-006-0734-6","Article"
"EMUNE: Architecture for Mobile Data Transfer Scheduling with Network Availability Predictions","Mobile Networks and Applications","","17","2","10.1007/s11036-011-0332-4","Upendra RathnayakeHenrik PetanderMaximilian OttAruna Seneviratne","2012","http://link.springer.com/article/10.1007/s11036-011-0332-4","Article"
"A Generic Framework for Distributed Multirobot Cooperation","Journal of Intelligent & Robotic Systems","","63","2","10.1007/s10846-011-9558-4","Sanem Sariel-TalayTucker R. BalchNadia Erdogan","2011","http://link.springer.com/article/10.1007/s10846-011-9558-4","Article"
"A VoIP Traffic Identification Scheme Based on Host and Flow Behavior Analysis","Journal of Network and Systems Management","","19","1","10.1007/s10922-010-9184-7","Bing LiMaode MaZhigang Jin","2011","http://link.springer.com/article/10.1007/s10922-010-9184-7","Article"
"An algorithm development environment for problem-solving: software review","Memetic Computing","","4","2","10.1007/s12293-012-0083-1","Xianshun Chen","2012","http://link.springer.com/article/10.1007/s12293-012-0083-1","Article"
"Comparative study on classification performance between support vector machine and logistic regression","International Journal of Machine Learning and Cybernetics","","4","1","10.1007/s13042-012-0068-x","Abdallah Bashir Musa","2013","http://link.springer.com/article/10.1007/s13042-012-0068-x","Article"
"Exploiting label dependencies for improved sample complexity","Machine Learning","","91","1","10.1007/s10994-012-5312-9","Lena ChekinaDan GutfreundAryeh KontorovichLior RokachBracha Shapira","2013","http://link.springer.com/article/10.1007/s10994-012-5312-9","Article"
"Predicting the Injury Severity of Pedestrians in Frontal Vehicle Crashes based on Empirical, In-depth Accident Data","International Journal of Intelligent Transportation Systems Research","","9","3","10.1007/s13177-011-0036-y","Thomas HelmerPaul ScullionRanda Radwan SamahaAdrian EbnerRonald Kates","2011","http://link.springer.com/article/10.1007/s13177-011-0036-y","Article"
"Tuning and evolution of support vector kernels","Evolutionary Intelligence","","5","3","10.1007/s12065-012-0073-8","Patrick KochBernd BischlOliver FlaschThomas Bartz-BeielsteinClaus WeihsWolfgang Konen","2012","http://link.springer.com/article/10.1007/s12065-012-0073-8","Article"
"Gear geometric control software: approach by entities","The International Journal of Advanced Manufacturing Technology","","38","1 - 2","10.1007/s00170-007-1051-7","C. BaudouinR. BigotS. LeleuP. Martin","2008","http://link.springer.com/article/10.1007/s00170-007-1051-7","Article"
"Frequency analysis for dendritic cell population tuning","Evolutionary Intelligence","","1","2","10.1007/s12065-008-0011-y","Robert OatesGraham KendallJonathan M. Garibaldi","2008","http://link.springer.com/article/10.1007/s12065-008-0011-y","Article"
"Statistically uniform intra-block refresh algorithm for very low delay video communication","Journal of Zhejiang University SCIENCE C","","14","5","10.1631/jzus.C1200333","Rui SongYang-li WangYe HanYun-song Li","2013","http://link.springer.com/article/10.1631/jzus.C1200333","Article"
"An application for modular capability-based ERP software selection using AHP method","The International Journal of Advanced Manufacturing Technology","","42","9 - 10","10.1007/s00170-008-1522-5","Nevin KaraarslanEmin Gundogar","2008","http://link.springer.com/article/10.1007/s00170-008-1522-5","Article"
"Robust Image Transmission Over Wireless Sensor Networks","Mobile Networks and Applications","","16","2","10.1007/s11036-010-0282-2","Pinar Sarisaray BolukSebnem BaydereA. Emre Harmanci","2011","http://link.springer.com/article/10.1007/s11036-010-0282-2","Article"
"Visual spatial-context based wildfire smoke sensor","Machine Vision and Applications","","24","4","10.1007/s00138-012-0481-x","Toni JakovčevićDarko StipaničevDamir Krstinić","2013","http://link.springer.com/article/10.1007/s00138-012-0481-x","Article"
"Protegemed2: an extended platform based on RFID to identify EME and improve the detection of microshocks","Medical & Biological Engineering & Computing","","51","6","10.1007/s11517-013-1041-x","Marcelo Trindade RebonattoLuiz Eduardo Schardong SpaldingFabiano Passuelo HesselLeonardo Albernaz Amaral","2013","http://link.springer.com/article/10.1007/s11517-013-1041-x","Article"
"Operation and Performance of Link-Quality Based Channel Assignment Schemes in Adaptive Packet-Switched Mobile Radio Systems","Wireless Personal Communications","","38","4","10.1007/s11277-006-9056-3","J. GozalvezJ. J. González-Delicado","2006","http://link.springer.com/article/10.1007/s11277-006-9056-3","Article"
"Design of multisensor fusion-based tool condition monitoring system in end milling","The International Journal of Advanced Manufacturing Technology","","46","5 - 8","10.1007/s00170-009-2110-z","Sohyung ChoSultan BinsaeidShihab Asfour","2010","http://link.springer.com/article/10.1007/s00170-009-2110-z","Article"
"Abort-on-Fail Based Test Scheduling","Journal of Electronic Testing","","21","6","10.1007/s10836-005-4597-z","Erik LarssonJulien PougetZebo Peng","2005","http://link.springer.com/article/10.1007/s10836-005-4597-z","Article"
"Test Strategies for Electrode Degradation in Bio-Fluidic Microsystems","Journal of Electronic Testing","","27","1","10.1007/s10836-010-5180-9","Qais Al-GayemHongyuan LiuAndrew RichardsonNick Burd","2011","http://link.springer.com/article/10.1007/s10836-010-5180-9","Article"
"Checkers’ No-Harm Alarms and Design Approaches to Tolerate Them","Journal of Electronic Testing","","24","1 - 3","10.1007/s10836-007-5031-5","Daniele RossiMartin OmañaCecilia Metra","2008","http://link.springer.com/article/10.1007/s10836-007-5031-5","Article"
"The Supervised Network Self-Organizing Map for Classification of Large Data Sets","Applied Intelligence","","16","3","10.1023/A:1014385916091","Stergios PapadimitriouSeferina MavroudiLiviu VladutuG. PavlidesAnastasios Bezerianos","2002","http://link.springer.com/article/10.1023/A%3A1014385916091","Article"
"The implementation of SCM concepts and information technology to the photomask supply management of IC companies","The International Journal of Advanced Manufacturing Technology","","49","1 - 4","10.1007/s00170-009-2370-7","Ya-Ti LinShih-Chi ChangHsiao-Cheng Yu","2010","http://link.springer.com/article/10.1007/s00170-009-2370-7","Article"
"HVD: horizontal-vertical-diagonal error detecting and correcting code to protect against with soft errors","Design Automation for Embedded Systems","","15","3 - 4","10.1007/s10617-011-9078-2","Mostafa KishaniHamid R. ZarandiHossein PedramAlireza TajaryMohsen RajiBehnam Ghavami","2011","http://link.springer.com/article/10.1007/s10617-011-9078-2","Article"
"Defect detection in inhomogeneously textured sputtered surfaces using 3D Fourier image reconstruction","Machine Vision and Applications","","18","6","10.1007/s00138-007-0073-3","Du-Ming TsaiChih-Chia Kuo","2007","http://link.springer.com/article/10.1007/s00138-007-0073-3","Article"
"IFCS-2000 Program VII Conference of the International Federation of Classification Societies Namur, Belgium Program Chair: Jean-Paul Rasson Chair of Local Organizing Committee: André Hardy","Journal of Classification","","18","1","10.1007/s00357-001-0009-y","","2001","http://link.springer.com/article/10.1007/s00357-001-0009-y","Article"
"Strip-oriented asynchronous prefetching for parallel disk systems","Journal of Zhejiang University SCIENCE C","","13","11","10.1631/jzus.C1200085","Yang LiuJian-zhong HuangXiao-dong ShiQiang CaoChang-sheng Xie","2012","http://link.springer.com/article/10.1631/jzus.C1200085","Article"
"PCA-based fault isolation and prognosis with application to pump","The International Journal of Advanced Manufacturing Technology","","55","5 - 8","10.1007/s00170-010-3096-2","Gary R. HalliganS. Jagannathan","2011","http://link.springer.com/article/10.1007/s00170-010-3096-2","Article"
"Modeling and analysis of intrusion detection integrated with batch rekeying for dynamic group communication systems in mobile ad hoc networks","Wireless Networks","","16","4","10.1007/s11276-009-0194-x","Jin-Hee ChoIng-Ray Chen","2010","http://link.springer.com/article/10.1007/s11276-009-0194-x","Article"
"Activity Recognition for Context-aware Hospital Applications: Issues and Opportunities for the Deployment of Pervasive Networks","Mobile Networks and Applications","","12","2 - 3","10.1007/s11036-007-0013-5","Jesus FavelaMonica TentoriLuis A. CastroVictor M. GonzalezElisa B. MoranAna I. Martínez-García","2007","http://link.springer.com/article/10.1007/s11036-007-0013-5","Article"
"On Detecting Spectrum Opportunities for Cognitive Vehicular Networks in the TV White Space","Journal of Signal Processing Systems","","73","3","10.1007/s11265-013-0765-z","Haris KremoOnur Altintas","2013","http://link.springer.com/article/10.1007/s11265-013-0765-z","Article"
"Information Extraction from the Web: System and Techniques","Applied Intelligence","","21","2","10.1023/B:APIN.0000033637.51909.04","Luo XiaoDieter WissmannMichael BrownStephan Jablonski","2004","http://link.springer.com/article/10.1023/B%3AAPIN.0000033637.51909.04","Article"
"Tune and mix: learning to rank using ensembles of calibrated multi-class classifiers","Machine Learning","","93","2 - 3","10.1007/s10994-013-5360-9","Róbert Busa-FeketeBalázs KéglTamás ÉltetőGyörgy Szarvas","2013","http://link.springer.com/article/10.1007/s10994-013-5360-9","Article"
"Scheduling in a Spectrum-Sharing Cognitive Environment Under Outage Probability Constraint","Wireless Personal Communications","","70","2","10.1007/s11277-012-0722-3","Abdallah K. FarrajScott L. Miller","2013","http://link.springer.com/article/10.1007/s11277-012-0722-3","Article"
"Improved Side Information Generation for Distributed Video Coding by Exploiting Spatial and Temporal Correlations","EURASIP Journal on Image and Video Processing","","2009","1","10.1155/2009/683510","Shuiming YeMourad OuaretFrederic DufauxTouradj Ebrahimi","2009","http://link.springer.com/article/10.1155/2009/683510","Article"
