title$|$authors$|$year$|$citedCount$|$fulltext_url
Statistical lattice-based spoken document retrieval$|$Tee Kiah Chia,Khe Chai Sim,Haizhou Li,Hwee Tou Ng$|$2010$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1658379
Privacy-preserving multimodal person and object identification$|$Oleksiy Koval,Sviatoslav Voloshynovskiy,Thierry Pun$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1411359
Using storytelling to motivate programming$|$Caitlin Kelleher,Randy Pausch$|$2007$|$40$|$http://dl.acm.org/ft_gateway.cfm?id=1272540
A verification system for transient response of analog circuits$|$Tathagato Rai Dastidar,P. P. Chakrabarti$|$2008$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1255468
OCR-based image features for biomedical image and article classification: identifying documents relevant to cis-regulatory elements$|$Hagit Shatkay,Ramya Narayanaswamy,Santosh S. Nagaral,Na Harrington,Rohith Mv,Gowri Somanath,Ryan Tarpine,Kyle Schutter,Tim Johnstone,Dorothea Blostein,Sorin Istrail,Chandra Kambhamettu$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2382949
Efficient co-regularised least squares regression$|$Ulf Brefeld,Thomas Gartner,Tobias Scheffer,Stefan Wrobel$|$2006$|$27$|$http://dl.acm.org/ft_gateway.cfm?id=1143862
Using sensorranks for in-network detection of faulty readings in wireless sensor networks$|$Xiang-Yan Xiao,Wen-Chih Peng,Chih-Chieh Hung,Wang-Chien Lee$|$2007$|$9$|$http://dl.acm.org/ft_gateway.cfm?id=1254852
Simulation optimization decision support system for ship panel line operations$|$Charles M. LaRue,Allen G. Greenwood,Travis W. Hill,Jeffery Wilson Miller,Clayton Thomas Walden$|$2004$|$0$|$
Network flow for outlier detection$|$Ying Liu,Alan P. Sprague,Elliot Lefkowitz$|$2004$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=986634
Physics-based graphical keyboard design$|$Michael Hunter,Shumin Zhai,Barton A. Smith$|$2000$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=633380
Ranking and selection techniques with overlapping variance estimators$|$Christopher Healey,David Goldsman,Seong-Hee Kim$|$2007$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1351645
Fluid-based analysis of a network of AQM routers supporting TCP flows with an application to RED$|$Vishal Misra,Wei-Bo Gong,Don Towsley$|$2000$|$241$|$http://dl.acm.org/ft_gateway.cfm?id=347421
PLAS '06: Proceedings of the 2006 workshop on Programming languages and analysis for security$|$$|$2006$|$$|$
TrustRank: inducing trust in automatic translations via ranking$|$Radu Soricut,Abdessamad Echihabi$|$2010$|$15$|$http://dl.acm.org/ft_gateway.cfm?id=1858744
Statistical sampling of microarchitecture simulation$|$Roland E. Wunderlich,Thomas F. Wenisch,Babak Falsafi,James C. Hoe$|$2006$|$8$|$http://dl.acm.org/ft_gateway.cfm?id=1147225
Brief announcement: topology knowledge affects probabilistic reliable communication$|$Pranav K. Vasishta,Prasant Gopal,Anuj Gupta,Piyush Bansal,K. Srinathan$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1582784
Automatic removal of advertising from web-page display$|$Neil C. Rowe,Jim Coffman,Yilmaz Degirmenci,Scott Hall,Shong Lee,Clifton Williams$|$2002$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=544354
Identifying the provenance of correlated anomalies$|$Dawood Tariq,Basim Baig,Ashish Gehani,Salman Mahmood,Rashid Tahir,Azeem Aqil,Fareed Zaffar$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1982236
A regression-based restoration technique for automated watermark removal$|$Andreas Westfeld$|$2008$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1411364
Efficient and robust feature extraction and pattern matching of time series by a lattice structure$|$Polly Wan Po Man,Man Hon Wong$|$2001$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=502631
Predictive text entry using syntax and semantics$|$Sebastian Ganslandt,Jakob Jorwall,Pierre Nugues$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1697244
Testable design of GRM network with EXOR-tree for detecting stuck-at and bridging faults$|$Hafizur Rahaman,Debesh K. Das,Bhargab B. Bhattacharya$|$2004$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1015143
The measurability and predictability of user experience$|$Effie Lai-Chong Law$|$2011$|$17$|$http://dl.acm.org/ft_gateway.cfm?id=1996485
FILL and FUNI: algorithms to identify illegal states and sequentially untestable faults$|$David E. Long,Mahesh A. Iyer,Miron Abramovici$|$2000$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=348311
A 4-geometry maze router and its application on multiterminal nets$|$Gene Eu Jan,Ki-Yin Chang,Su Gao,Ian Parberry$|$2004$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1044118
See what's enBlogue: real-time emergent topic identification in social media$|$Foteini Alvanaki,Sebastian Michel,Krithi Ramamritham,Gerhard Weikum$|$2012$|$18$|$http://dl.acm.org/ft_gateway.cfm?id=2247636
Predictive text entry using syntax and semantics$|$Sebastian Ganslandt,Jakob Jorwall,Pierre Nugues$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1697244
University of Illinois system in HOO text correction shared task$|$Alla Rozovskaya,Mark Sammons,Joshua Gioja,Dan Roth$|$2011$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=2187730
Energy-efficient data acquisition by adaptive sampling for wireless sensor networks$|$Yee Wei Law,Supriyo Chatterjea,Jiong Jin,Thomas Hanselmann,Marimuthu Palaniswami$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1582631
Low-cost sensing with ring oscillator arrays for healthier reconfigurable systems$|$Kenneth M. Zick,John P. Hayes$|$2012$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2133353
A VDD independent temperature sensor circuit with scaled CMOS process$|$H. Oshiyama,T. Matsuda,K. Suzuki,H. Iwata,T. Ohzone$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1509666
FILL and FUNI: algorithms to identify illegal states and sequentially untestable faults$|$David E. Long,Mahesh A. Iyer,Miron Abramovici$|$2000$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=348311
A 4-geometry maze router and its application on multiterminal nets$|$Gene Eu Jan,Ki-Yin Chang,Su Gao,Ian Parberry$|$2004$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1044118
PiCam: an ultra-thin high performance monolithic camera array$|$Kartik Venkataraman,Dan Lelescu,Jacques Duparre,Andrew McMahon,Gabriel Molina,Priyam Chatterjee,Robert Mullis,Shree Nayar$|$2013$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=2508390
Improving fault-tolerance by replicating agents$|$Alan Fedoruk,Ralph Deters$|$2002$|$39$|$http://dl.acm.org/ft_gateway.cfm?id=544917
Tree detection from aerial imagery$|$Lin Yang,Xiaqing Wu,Emil Praun,Xiaoxu Ma$|$2009$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1653792
A regression-based restoration technique for automated watermark removal$|$Andreas Westfeld$|$2008$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1411364
Experimental tuning of AIFSN and CWmin parameters to prioritize voice over data transmission in 802.11e WLAN networks$|$Miroslaw Narbutt,Mark Davis$|$2007$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1280971
Designing trustworthy situated services: an implicit and explicit assessment of locative images-effect on trust$|$Vassilis Kostakos,Ian Oakley$|$2009$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1518753
A SDM-TDM-Based Circuit-Switched Router for On-Chip Networks$|$Angelo Kuti Lusala,Jean-Didier Legat$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2362379
Design and Analysis of Classifier Learning Experiments in Bioinformatics: Survey and Case Studies$|$Ozan Irsoy,Olcay Taner Yildiz,Ethem Alpaydin$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2415667
Benchmarking link analysis ranking methods in assistive environments$|$Konstantinos Georgatzis,Panagiotis Papapetrou$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2413154
Discovering matching dependencies$|$Shaoxu Song,Lei Chen$|$2009$|$7$|$http://dl.acm.org/ft_gateway.cfm?id=1646135
Efficient co-regularised least squares regression$|$Ulf Brefeld,Thomas Gartner,Tobias Scheffer,Stefan Wrobel$|$2006$|$27$|$http://dl.acm.org/ft_gateway.cfm?id=1143862
The cost of interrupted work: more speed and stress$|$Gloria Mark,Daniela Gudith,Ulrich Klocke$|$2008$|$67$|$http://dl.acm.org/ft_gateway.cfm?id=1357072
Probabilistic ensembles for improved inference in protein-structure determination$|$Ameet Soni,Jude Shavlik$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2147834
PLAS '06: Proceedings of the 2006 workshop on Programming languages and analysis for security$|$$|$2006$|$$|$
A SDM-TDM-Based Circuit-Switched Router for On-Chip Networks$|$Angelo Kuti Lusala,Jean-Didier Legat$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2362379
How does net-based interdisciplinary collaboration change with growing domain expertise?$|$Nikol Rummel,Sabine Hauser,Hans Spada$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1599717
Interpolation techniques for the artificial construction of video slow motion in the postproduction process$|$David Steffen Bergman,Belgacem Ben Youssef,Jim Bizzocchi,John Bowes$|$2006$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1178901
Physics-based graphical keyboard design$|$Michael Hunter,Shumin Zhai,Barton A. Smith$|$2000$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=633380
Analytical modeling of SRAM dynamic stability$|$Bin Zhang,Ari Arapostathis,Sani Nassif,Michael Orshansky$|$2006$|$14$|$http://dl.acm.org/ft_gateway.cfm?id=1233564
Using graded-relevance metrics for evaluating community QA answer selection$|$Tetsuya Sakai,Daisuke Ishikawa,Noriko Kando,Yohei Seki,Kazuko Kuriyama,Chin-Yew Lin$|$2011$|$16$|$http://dl.acm.org/ft_gateway.cfm?id=1935864
FILL and FUNI: algorithms to identify illegal states and sequentially untestable faults$|$David E. Long,Mahesh A. Iyer,Miron Abramovici$|$2000$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=348311
Simulation optimization decision support system for ship panel line operations$|$Charles M. LaRue,Allen G. Greenwood,Travis W. Hill,Jeffery Wilson Miller,Clayton Thomas Walden$|$2004$|$0$|$
Privacy-preserving multimodal person and object identification$|$Oleksiy Koval,Sviatoslav Voloshynovskiy,Thierry Pun$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1411359
Siphon++: a hidden-webcrawler for keyword-based interfaces$|$Karane Vieira,Luciano Barbosa,Juliana Freire,Altigran Silva$|$2008$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1458279
TrustRank: inducing trust in automatic translations via ranking$|$Radu Soricut,Abdessamad Echihabi$|$2010$|$15$|$http://dl.acm.org/ft_gateway.cfm?id=1858744
Predictive text entry using syntax and semantics$|$Sebastian Ganslandt,Jakob Jorwall,Pierre Nugues$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1697244
Evaluating the correspondence between training and reference workloads in SPEC CPU2006$|$Darryl Gove,Lawrence Spracklen$|$2007$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1241624
Some findings on the network performance of broadband hosts$|$Karthik Lakshminarayanan,Venkata N. Padmanabhan$|$2003$|$25$|$http://dl.acm.org/ft_gateway.cfm?id=948212
Improvements on the detection of false paths by using unateness and satisfiability$|$Felipe S. Marques,Osvaldo Martinello, Jr.,Renato P. Ribas,Andre I. Reis$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1854201
A Reliable People Counting System via Multiple Cameras$|$Huadong Ma,Chengbin Zeng,Charles X. Ling$|$2012$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=2089107
A toolchain for rapid prototyping of underwater communication systems: extended abstract$|$Gregory Parsons,Shaolin Peng,Alexander G. Dean$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1654146
Testable design of GRM network with EXOR-tree for detecting stuck-at and bridging faults$|$Hafizur Rahaman,Debesh K. Das,Bhargab B. Bhattacharya$|$2004$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1015143
RunWithUs: a social sports application in the ubiquitous Oulu environment$|$Felipe Gil-Castineira,Antia Fernandez-Lopez,Cristina Lopez Bravo,Nerea Cid-Vieytes,David Conde-Lagoa,Enrique Costa-Montenegro,Francisco Javier Gonzalez-Castano$|$2011$|$9$|$http://dl.acm.org/ft_gateway.cfm?id=2107621
A framework for classification and segmentation of massive audio data streams$|$Charu C. Aggarwal$|$2007$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1281302
Characterizing and modeling the behavior of context switch misses$|$Fang Liu,Fei Guo,Yan Solihin,Seongbeom Kim,Abdulaziz Eker$|$2008$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=1454130
CHECKER: on-site checking in RFID-based supply chains$|$Kaoutar Elkhiyaoui,Erik-Oliver Blass,Refik Molva$|$2012$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2185471
System Level Analysis of the Bluetooth Standard$|$Massimo Conti,Daniele Moretti$|$2005$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1049345
Raptor codes$|$Amin Shokrollahi$|$2006$|$157$|$http://dl.acm.org/ft_gateway.cfm?id=1148681
ResolutionMD mobile: delivering advanced visualization and interactive video to wireless devices for acute telemedicine$|$Jaret J. Hargreaves,Kevin M. Cabral,Bart M. Demaerschalk,Jason Vargas,Dwight Channer$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1921112
Fluid-based analysis of a network of AQM routers supporting TCP flows with an application to RED$|$Vishal Misra,Wei-Bo Gong,Don Towsley$|$2000$|$241$|$http://dl.acm.org/ft_gateway.cfm?id=347421
Towards relation discovery for diagnostics$|$Rune Prytz,Sawomir Nowaczyk,Stefan Byttner$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2018678
Bridging pre- and post-silicon debugging with BiPeD$|$Andrew DeOrio,Jialin Li,Valeria Bertacco$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2429403
Predicting timing violations through instruction-level path sensitization analysis$|$Sanghamitra Roy,Koushik Chakraborty$|$2012$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=2228555
A survey of fault tolerant methodologies for FPGAs$|$Jason A. Cheatham,John M. Emmert,Stan Baumgart$|$2006$|$14$|$http://dl.acm.org/ft_gateway.cfm?id=1142167
Vandalism detection in Wikipedia: a high-performing, feature-rich model and its reduction through Lasso$|$Sara Javanmardi,David W. McDonald,Cristina V. Lopes$|$2011$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=2038573
Deterministic test pattern generation techniques for sequential circuits$|$Ilker Hamzaoglu,Janak H. Patel$|$2000$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=603023
Interconnect testing in cluster-based FPGA architectures$|$Ian G. Harris,Russell Tessier$|$2000$|$14$|$http://dl.acm.org/ft_gateway.cfm?id=337310
The disagreement power of an adversary: extended abstract$|$Carole Delporte-Gallet,Hugues Fauconnier,Rachid Guerraoui,Andreas Tielmann$|$2009$|$9$|$http://dl.acm.org/ft_gateway.cfm?id=1582769
SRAM delay fault modeling and test algorithm development$|$Rei-Fu Huang,Yan-Ting Lai,Yung-Fa Chou,Cheng-Wen Wu$|$2004$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1015116
End-to-end optimal algorithms for integrated QoS, traffic engineering, and failure recovery$|$Bernardo A. Movsichoff,Constantino M. Lagoa,Hao Che$|$2007$|$14$|$http://dl.acm.org/ft_gateway.cfm?id=1295264
Energy saving and network performance: a trade-off approach$|$Carla Panarello,Alfio Lombardo,Giovanni Schembra,Luca Chiaraviglio,Marco Mellia$|$2010$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=1791321
Brief announcement: optimal amortized secret sharing with cheater identification$|$Ashish Choudhury$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2332453
Disorder inequality: a combinatorial approach to nearest neighbor search$|$Navin Goyal,Yury Lifshits,Hinrich Schutze$|$2008$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=1341538
Efficient techniques for transition testing$|$Xiao Liu,Michael S. Hsiao,Sreejit Chakravarty,Paul J. Thadikaran$|$2005$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1059880
Reliability aware power management for dual-processor real-time embedded systems$|$Ranjani Sridharan,Rabi Mahapatra$|$2010$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1837480
Auto-generation of professional background music for home-made videos$|$Jiashi Feng,Bingbing Ni,Shuicheng Yan$|$2010$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1937732
CrowdInside: automatic construction of indoor floorplans$|$Moustafa Alzantot,Moustafa Youssef$|$2012$|$17$|$http://dl.acm.org/ft_gateway.cfm?id=2424335
Design method and test structure to characterize and repair TSV defect induced signal degradation in 3D system$|$Minki Cho,Chang Liu,Dae Hyun Kim,Sung Kyu Lim,Saibal Mukhopadhyay$|$2010$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2133576
A circuit level fault model for resistive bridges$|$Zhuo Li,Xiang Lu,Wangqi Qiu,Weiping Shi,D. M. H. Walker$|$2003$|$11$|$http://dl.acm.org/ft_gateway.cfm?id=944036
A two-stage domain selection framework for extensible multi-domain spoken dialogue systems$|$Mikio Nakano,Shun Sato,Kazunori Komatani,Kyoko Matsuyama,Kotaro Funakoshi,Hiroshi G. Okuno$|$2011$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2132894
Accelerating race condition detection through procrastination$|$Thomas Arts,John Hughes,Ulf Norell,Nicholas Smallbone,Hans Svensson$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2034659
User authentication through keystroke dynamics$|$Francesco Bergadano,Daniele Gunetti,Claudia Picardi$|$2002$|$60$|$http://dl.acm.org/ft_gateway.cfm?id=581272
Improvements on the detection of false paths by using unateness and satisfiability$|$Felipe S. Marques,Osvaldo Martinello, Jr.,Renato P. Ribas,Andre I. Reis$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1854201
Analysis on the battery lifespan of a mobile terminal under probabilistic delay constraint$|$Yuehong Gao,Yuming Jiang$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2208839
Spatio-temporal monitoring using contours in large-scale wireless sensor networks$|$Hadi Alasti,Asis Nasipuri$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1540356
Automated functionality testing through GUIs$|$Duc Hoai Nguyen,Paul Strooper,Jorn Guy Su$|$2009$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1862216
Item-based top-N recommendation algorithms$|$Mukund Deshpande,George Karypis$|$2003$|$344$|$http://dl.acm.org/ft_gateway.cfm?id=963776
Robust spectrum sensing for cognitive radio based on statistical tests$|$Kamran Arshad,Keith Briggs,Klaus Moessner$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2093268
Using association rules for fraud detection in web advertising networks$|$Ahmed Metwally,Divyakant Agrawal,Amr El Abbadi$|$2005$|$21$|$http://dl.acm.org/ft_gateway.cfm?id=1083615
Evaluation of TTS systems in intelligibility and comprehension tasks$|$Yu-Yun Chang$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2207060
Student motivation and positive impressions of computing subjects$|$Matthew Mitchell,Judy Sheard,Selby Markham$|$2000$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=359398
Using graded-relevance metrics for evaluating community QA answer selection$|$Tetsuya Sakai,Daisuke Ishikawa,Noriko Kando,Yohei Seki,Kazuko Kuriyama,Chin-Yew Lin$|$2011$|$16$|$http://dl.acm.org/ft_gateway.cfm?id=1935864
Locality of sampling and diversity in parallel system workloads$|$Dror G. Feitelson$|$2007$|$9$|$http://dl.acm.org/ft_gateway.cfm?id=1274982
Implementing high availability memory with a duplication cache$|$Nidhi Aggarwal,James E. Smith,Kewal K. Saluja,Norman P. Jouppi,Parthasarathy Ranganathan$|$2008$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1521780
iVESTA: an interactive visualization and evaluation system for drive test data$|$Yongsuk Lee,Xingquan Zhu,Abhijit Pandya,Sam Hsu$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1364156
Supervisory guide part I: detecting gaps in UAV swarm operator situation awareness$|$Florian Frische,Andreas Ludtke$|$2013$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2468377
On the interplay of exception handling and design by contract: an aspect-oriented recovery approach$|$Henrique Rebelo,Roberta Coelho,Ricardo Lima,Gary T. Leavens,Marieke Huisman,Alexandre Mota,Fernando Castor$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2076681
Scamseek: a language technology project fulfilling research objectives with industrial obligations$|$Jon Patrick$|$2005$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1151682
Using graded-relevance metrics for evaluating community QA answer selection$|$Tetsuya Sakai,Daisuke Ishikawa,Noriko Kando,Yohei Seki,Kazuko Kuriyama,Chin-Yew Lin$|$2011$|$16$|$http://dl.acm.org/ft_gateway.cfm?id=1935864
Search space reduction in optical tracking$|$Robert van Liere,Arjen van Rhijn$|$2003$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=769977
Multidocument summarization: An added value to clustering in interactive retrieval$|$Manuel J. Mana-Lopez,Manuel De Buenaga,Jose M. Gomez-Hidalgo$|$2004$|$15$|$http://dl.acm.org/ft_gateway.cfm?id=984323
Studying network dynamics in digital ecosystems$|$Maria Chiara Caschera,Arianna D'Ulizia,Fernando Ferri,Patrizia Grifoni$|$2009$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1643829
Privacy-preserving multimodal person and object identification$|$Oleksiy Koval,Sviatoslav Voloshynovskiy,Thierry Pun$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1411359
CrowdInside: automatic construction of indoor floorplans$|$Moustafa Alzantot,Moustafa Youssef$|$2012$|$17$|$http://dl.acm.org/ft_gateway.cfm?id=2424335
Rethinking DRAM design and organization for energy-constrained multi-cores$|$Aniruddha N. Udipi,Naveen Muralimanohar,Niladrish Chatterjee,Rajeev Balasubramonian,Al Davis,Norman P. Jouppi$|$2010$|$55$|$http://dl.acm.org/ft_gateway.cfm?id=1815983
Statistical approaches to computer-assisted translation$|$Sergio Barrachina,Oliver Bender,Francisco Casacuberta,Jorge Civera,Elsa Cubel,Shahram Khadivi,Antonio Lagarda,Hermann Ney,Jesus Tomas,Enrique Vidal,Juan-Miguel Vilar$|$2009$|$36$|$http://dl.acm.org/ft_gateway.cfm?id=1516101
Probabilistic web image gathering$|$Keiji Yanai,Kobus Barnard$|$2005$|$22$|$http://dl.acm.org/ft_gateway.cfm?id=1101838
Continually evaluating similarity-based pattern queries on a streaming time series$|$Like Gao,X. Sean Wang$|$2002$|$39$|$http://dl.acm.org/ft_gateway.cfm?id=564734
BER performance analysis of MRC receive diversity with optimal and rectangular templates in UWB off-body wireless body area networks$|$M. Abou El-Nasr,Heba Shaban$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2555345
A boosting method for process fault detection with detection delay reduction and label denoising$|$Mihajlo Grbovic,Slobodan Vucetic,Weichang Li,Peng Xu,Adam K. Usadi$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2018675
User authentication through keystroke dynamics$|$Francesco Bergadano,Daniele Gunetti,Claudia Picardi$|$2002$|$60$|$http://dl.acm.org/ft_gateway.cfm?id=581272
Robust implicit EDF: A wireless MAC protocol for collaborative real-time systems$|$Tanya L. Crenshaw,Spencer Hoke,Ajay Tirumala,Marco Caccamo$|$2007$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1274866
A new approach to a first year undergraduate information systems course$|$Denise Tolhurst,Bob Baker$|$2002$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=858424
A spare two-tier data aggregation for grid-based wireless sensor networks$|$Chin-Ling Chen,I-Hsien Lin,Cheng-Chi Lee,Yung-Fa Huang$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1815672
Self-assembling sweep-and-sleep sensor systems$|$K. J. Kwak,Y. M. Baryshnikov,E. G. Coffman$|$2008$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1453207
Multicore acceleration of priority-based schedulers for concurrency bug detection$|$Santosh Nagarakatte,Sebastian Burckhardt,Milo M.K. Martin,Madanlal Musuvathi$|$2012$|$19$|$http://dl.acm.org/ft_gateway.cfm?id=2254128
LiteRace: effective sampling for lightweight data-race detection$|$Daniel Marino,Madanlal Musuvathi,Satish Narayanasamy$|$2009$|$70$|$http://dl.acm.org/ft_gateway.cfm?id=1542491
Bridging pre- and post-silicon debugging with BiPeD$|$Andrew DeOrio,Jialin Li,Valeria Bertacco$|$2012$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2429403
Supervised and semi-supervised online boosting tree for industrial machine vision application$|$Fan Wang,Chang Yuan,Xinyu Xu,Peter van Beek$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=2003658
MIX: a meta-data indexing system for XML$|$SungRan Cho,Nick Koudas,Divesh Srivastava$|$2005$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1083765
Planning service agreements in soa-based systems through stochastic models$|$Marcelo Teixeira,Ricardo Massa,Cesar Oliveira,Paulo Maciel$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1982518
Opportunities for computing to support healthy sleep behavior$|$Eun Kyoung Choe,Julie A. Kientz,Sajanee Halko,Amanda Fonville,Dawn Sakaguchi,Nathaniel F. Watson$|$2010$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1754035
HutchWorld: clinical study of computer-mediated social support for cancer patients and their caregivers$|$Shelly Farnham,Lili Cheng,Linda Stone,Melora Zaner-Godsey,Christopher Hibbeln,Karen Syrjala,Ann Marie Clark,Janet Abrams$|$2002$|$19$|$http://dl.acm.org/ft_gateway.cfm?id=503444
A study to identify predictors of achievement in an introductory computer science course$|$Sandra Katz,John Aronis,David Allbritton,Christine Wilson,Mary Lou Soffa$|$2003$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=761879
Discovering XSD keys from XML data$|$Marcelo Arenas,Jonny Daenen,Frank Neven,Martin Ugarte,Jan Van den Bussche,Stijn Vansummeren$|$2013$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2463705
Helping our own 2011: UKP lab system description$|$Torsten Zesch$|$2011$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2187729
Long-distance 802.11b links: performance measurements and experience$|$Kameswari Chebrolu,Bhaskaran Raman,Sayandeep Sen$|$2006$|$53$|$http://dl.acm.org/ft_gateway.cfm?id=1161099
MetaVelvet: an extension of Velvet assembler to de novo metagenome assembly from short sequence reads$|$Toshiaki Namiki,Tsuyoshi Hachiya,Hideaki Tanaka,Yasubumi Sakakibara$|$2011$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2147818
Practical early-lifecycle application of human factors assessment$|$Simon Connelly,Andrew Hussey,Holger Becht$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2527224
Tactile feedback for predictive text entry$|$Mark D. Dunlop,Finbarr Taylor$|$2009$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1519046
Rethinking DRAM design and organization for energy-constrained multi-cores$|$Aniruddha N. Udipi,Naveen Muralimanohar,Niladrish Chatterjee,Rajeev Balasubramonian,Al Davis,Norman P. Jouppi$|$2010$|$55$|$http://dl.acm.org/ft_gateway.cfm?id=1815983
The effects of time limitations on target identification$|$Peerly Setter,Hadas Marciano,Joel Norman,Major Michal Hovev$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1362615
